DateTime,Zone,Value_Watts,Isolation_Forest_Score,Isolation_Forest_Flag,Zscore_1h,Zscore_24h,Statistical_Flag,MAD_Zscore,MAD_Flag,Deviation_vs_Yesterday_Watts,Anomaly_Severity,Raw_MAD_Zscore,Raw_Anomaly_Flag,Signals_Agreeing,Severity_Level,Is_Anomaly,Raw_Value_Watts,Changed_By_Preprocessing,Suppressed_Amount_Watts,Eligible_For_Scoring
2017-01-01 00:00:00,Zone_1,34055.6962,,False,,,False,,False,,,,False,0,Normal,False,34055.6962,False,0.0,False
2017-01-01 00:10:00,Zone_1,29814.68354,,False,,,False,,False,,,,False,0,Normal,False,29814.68354,False,0.0,False
2017-01-01 00:20:00,Zone_1,29128.10127,,False,-0.9360553922286344,-0.9360553922286344,False,,False,,0.9360553922286344,,False,0,Normal,False,29128.10127,False,0.0,False
2017-01-01 00:30:00,Zone_1,28228.86076,,False,-1.0381104831992725,-1.0381104831992725,False,,False,,1.0381104831992725,,False,0,Normal,False,28228.86076,False,0.0,False
2017-01-01 00:40:00,Zone_1,27335.6962,,False,-1.150614779580256,-1.150614779580256,False,,False,,1.150614779580256,,False,0,Normal,False,27335.6962,False,0.0,False
2017-01-01 00:50:00,Zone_1,26624.81013,,False,-1.187050469811092,-1.187050469811092,False,,False,,1.187050469811092,,False,0,Normal,False,26624.81013,False,0.0,False
2017-01-01 01:00:00,Zone_1,25998.98734,,False,-1.2089117227653534,-1.2089117227653534,False,,False,,1.2089117227653534,,False,0,Normal,False,25998.98734,False,0.0,False
2017-01-01 01:10:00,Zone_1,25446.07595,,False,-1.6370173562150296,-1.2197383414061251,False,,False,,1.6370173562150296,,False,0,Normal,False,25446.07595,False,0.0,False
2017-01-01 01:20:00,Zone_1,24777.72152,,False,-1.6944359331333418,-1.2872335069799428,False,,False,,1.6944359331333418,,False,0,Normal,False,24777.72152,False,0.0,False
2017-01-01 01:30:00,Zone_1,24279.49367,,False,-1.6808111960771228,-1.2872961837392412,False,,False,,1.6808111960771228,,False,0,Normal,False,24279.49367,False,0.0,False
2017-01-01 01:40:00,Zone_1,23896.70886,,False,-1.6148479222648973,-1.259455690034793,False,,False,,1.6148479222648973,,False,0,Normal,False,23896.70886,False,0.0,False
2017-01-01 01:50:00,Zone_1,23544.3038,,False,-1.5580177649039817,-1.238739074577694,False,,False,,1.5580177649039817,,False,0,Normal,False,23544.3038,False,0.0,False
2017-01-01 02:00:00,Zone_1,23003.5443,,False,-1.7634623191133887,-1.2933161888287144,False,,False,,1.7634623191133887,,False,0,Normal,False,23003.5443,False,0.0,False
2017-01-01 02:10:00,Zone_1,22329.11392,,False,-2.0880837056207757,-1.3850669420323904,False,,False,,2.0880837056207757,,False,0,Normal,False,22329.11392,False,0.0,False
2017-01-01 02:20:00,Zone_1,22092.1519,,False,-1.750445717370672,-1.32333101223271,False,,False,,1.750445717370672,,False,0,Normal,False,22092.1519,False,0.0,False
2017-01-01 02:30:00,Zone_1,21903.79747,,False,-1.4777299596098816,-1.265718267130407,False,,False,,1.4777299596098816,,False,0,Normal,False,21903.79747,False,0.0,False
2017-01-01 02:40:00,Zone_1,21685.06329,,False,-1.3612195279502892,-1.2331320588771493,False,,False,,1.3612195279502892,,False,0,Normal,False,21685.06329,False,0.0,False
2017-01-01 02:50:00,Zone_1,21484.55696,,False,-1.3248153606783295,-1.204866777194824,False,,False,,1.3248153606783295,,False,0,Normal,False,21484.55696,False,0.0,False
