DateTime,Zone,Value_Watts,Isolation_Forest_Score,Isolation_Forest_Flag,Zscore_1h,Zscore_24h,Statistical_Flag,MAD_Zscore,MAD_Flag,Deviation_vs_Yesterday_Watts,Anomaly_Severity,Raw_MAD_Zscore,Raw_Anomaly_Flag,Signals_Agreeing,Severity_Level,Is_Anomaly,Raw_Value_Watts,Changed_By_Preprocessing,Suppressed_Amount_Watts,Eligible_For_Scoring
2017-01-01 00:00:00,Zone_2,16128.87538,,False,,,False,,False,,,,False,0,Normal,False,16128.87538,False,0.0,False
2017-01-01 00:10:00,Zone_2,19375.07599,,False,,,False,,False,,,,False,0,Normal,False,19375.07599,False,0.0,False
2017-01-01 00:20:00,Zone_2,19006.68693,,False,0.5466173760410417,0.5466173760410417,False,,False,,0.5466173760410417,,False,0,Normal,False,19006.68693,False,0.0,False
2017-01-01 00:30:00,Zone_2,18361.09422,,False,0.1073924385016741,0.1073924385016741,False,,False,,0.1073924385016741,,False,0,Normal,False,18361.09422,False,0.0,False
2017-01-01 00:40:00,Zone_2,17872.34043,,False,-0.23762002644368005,-0.23762002644368005,False,,False,,0.23762002644368005,,False,0,Normal,False,17872.34043,False,0.0,False
2017-01-01 00:50:00,Zone_2,17416.41337,,False,-0.5771540117107045,-0.5771540117107045,False,,False,,0.5771540117107045,,False,0,Normal,False,17416.41337,False,0.0,False
2017-01-01 01:00:00,Zone_2,16993.31307,,False,-0.8804630920136193,-0.8804630920136193,False,,False,,0.8804630920136193,,False,0,Normal,False,16993.31307,False,0.0,False
2017-01-01 01:10:00,Zone_2,16661.39818,,False,-1.6410930940551567,-1.0677513567949914,False,,False,,1.6410930940551567,,False,0,Normal,False,16661.39818,False,0.0,False
2017-01-01 01:20:00,Zone_2,16227.35562,,False,-1.7036531522190674,-1.3150988280914708,False,,False,,1.7036531522190674,,False,0,Normal,False,16227.35562,False,0.0,False
2017-01-01 01:30:00,Zone_2,15939.20973,,False,-1.6694414428525859,-1.3762147215895286,False,,False,,1.6694414428525859,,False,0,Normal,False,15939.20973,False,0.0,False
2017-01-01 01:40:00,Zone_2,15435.86626,,False,-1.9486885802573894,-1.6042945003374063,False,,False,,1.9486885802573894,,False,0,Normal,False,15435.86626,False,0.0,False
2017-01-01 01:50:00,Zone_2,15213.37386,,False,-1.7046346702898922,-1.5404014632661192,False,,False,,1.7046346702898922,,False,0,Normal,False,15213.37386,False,0.0,False
2017-01-01 02:00:00,Zone_2,15169.60486,,False,-1.3173621479701905,-1.3741039536869055,False,,False,,1.3741039536869055,,False,0,Normal,False,15169.60486,False,0.0,False
2017-01-01 02:10:00,Zone_2,14710.0304,,False,-1.767091945914515,-1.556325623624301,False,,False,,1.767091945914515,,False,0,Normal,False,14710.0304,False,0.0,False
2017-01-01 02:20:00,Zone_2,14421.8845,,False,-1.859655236208676,-1.575266234303818,False,,False,,1.859655236208676,,False,0,Normal,False,14421.8845,False,0.0,False
2017-01-01 02:30:00,Zone_2,14104.55927,,False,-1.9499105048167582,-1.6108765062407802,False,,False,,1.9499105048167582,,False,0,Normal,False,14104.55927,False,0.0,False
2017-01-01 02:40:00,Zone_2,13965.95745,,False,-1.6960471552743606,-1.528496225631503,False,,False,,1.6960471552743606,,False,0,Normal,False,13965.95745,False,0.0,False
2017-01-01 02:50:00,Zone_2,13612.15805,,False,-1.8676310208340858,-1.5983814175203492,False,,False,,1.8676310208340858,,False,0,Normal,False,13612.15805,False,0.0,False
2017-01-01 03:00:00,Zone_2,13535.56231,,False,-1.425147123615014,-1.494368567354208,False,,False,,1.494368567354208,,False,0,Normal,False,13535.56231,False,0.0,False
2017-01-01 03:10:00,Zone_2,13371.42857,,False,-1.5062586229774435,-1.4649869963046458,False,,False,,1.5062586229774435,,False,0,Normal,False,13371.42857,False,0.0,False
2017-01-01 03:20:00,Zone_2,13196.35258,,False,-1.6089057612428634,-1.4499080881730624,False,,False,,1.6089057612428634,,False,0,Normal,False,13196.35258,False,0.0,False
2017-01-01 03:30:00,Zone_2,13167.17325,,False,-1.3364977488848857,-1.362924351677935,False,,False,,1.362924351677935,,False,0,Normal,False,13167.17325,False,0.0,False
2017-01-01 03:40:00,Zone_2,13137.99392,,False,-1.1267985565803775,-1.2927972564886911,False,,False,,1.2927972564886911,,False,0,Normal,False,13137.99392,False,0.0,False
2017-01-01 03:50:00,Zone_2,12908.20669,,False,-2.118889165156786,-1.3376633695405022,False,,False,,2.118889165156786,,False,0,Normal,False,12908.20669,False,0.0,False
2017-01-01 04:00:00,Zone_2,12820.66869,,False,-1.8601566460586416,-1.3065663942834755,False,,False,,1.8601566460586416,,False,0,Normal,False,12820.66869,False,0.0,False
2017-01-01 04:10:00,Zone_2,13032.21884,,False,-0.33730045799310976,-1.132737443220998,False,,False,,1.132737443220998,,False,0,Normal,False,13032.21884,False,0.0,False
2017-01-01 04:20:00,Zone_2,12926.44377,,False,-0.7713658738980619,-1.1364695235061373,False,,False,,1.1364695235061373,,False,0,Normal,False,12926.44377,False,0.0,False
2017-01-01 04:30:00,Zone_2,12948.32827,,False,-0.36795896620958196,-1.0785027231451423,False,,False,,1.0785027231451423,,False,0,Normal,False,12948.32827,False,0.0,False
2017-01-01 04:40:00,Zone_2,12922.79635,,False,-0.36003927813466924,-1.050200668770062,False,,False,,1.050200668770062,,False,0,Normal,False,12922.79635,False,0.0,False
2017-01-01 04:50:00,Zone_2,12879.02736,,False,-0.45580833961303646,-1.0343040434970916,False,,False,,1.0343040434970916,,False,0,Normal,False,12879.02736,False,0.0,False
2017-01-01 05:00:00,Zone_2,12806.07903,,False,-1.1103024540475568,-1.0350352856099094,False,,False,,1.1103024540475568,,False,0,Normal,False,12806.07903,False,0.0,False
2017-01-01 05:10:00,Zone_2,12853.49544,,False,-0.6311193183391188,-0.9777812427966327,False,,False,,0.9777812427966327,,False,0,Normal,False,12853.49544,False,0.0,False
2017-01-01 05:20:00,Zone_2,12842.55319,,False,-0.4499647166911815,-0.9537279006187114,False,,False,,0.9537279006187114,,False,0,Normal,False,12842.55319,False,0.0,False
2017-01-01 05:30:00,Zone_2,13137.99392,,False,2.524477209270696,-0.7812112577899687,False,,False,,2.524477209270696,,False,0,Normal,False,13137.99392,False,0.0,False
2017-01-01 05:40:00,Zone_2,13203.64742,,False,2.4791832829017735,-0.7304658169007997,False,,False,,2.4791832829017735,,False,0,Normal,False,13203.64742,False,0.0,False
2017-01-01 05:50:00,Zone_2,13575.68389,,False,3.6368083612000355,-0.5292143101329645,False,,False,,3.6368083612000355,,False,0,Normal,False,13575.68389,False,0.0,False
2017-01-01 06:00:00,Zone_2,14068.08511,,False,3.3404136033486904,-0.2718917200722753,False,,False,,3.3404136033486904,,False,0,Normal,False,14068.08511,False,0.0,False
2017-01-01 06:10:00,Zone_2,13852.88754,,False,1.2165937681719965,-0.37785522866514093,False,,False,,1.2165937681719965,,False,0,Normal,False,13852.88754,False,0.0,False
2017-01-01 06:20:00,Zone_2,13626.74772,,False,0.3858990237093198,-0.4890546937658883,False,,False,,0.4890546937658883,,False,0,Normal,False,13626.74772,False,0.0,False
2017-01-01 06:30:00,Zone_2,13582.97872,,False,0.01515235264866816,-0.5042330495625631,False,,False,,0.5042330495625631,,False,0,Normal,False,13582.97872,False,0.0,False
2017-01-01 06:40:00,Zone_2,13539.20973,,False,-0.38541163837490816,-0.5194961871451086,False,,False,,0.5194961871451086,,False,0,Normal,False,13539.20973,False,0.0,False
